Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocWisA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSAKra6117,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
1/1/2012 0:00,39,14,4.9,28,35.625,35.7,26,36.4,19.9,,25,26,22.6,52,57,23.23,28.6,23.4,,126.333,102,84.125,101,30,66,76,43.2,55.8,46.7,41.2,70.6,,35,26.5,48.08,18.6,,22,24.5,34,,,,44.3,39.7,42.6,28,5,47,39,,,,,30.955,34.762,30.346,19.084,38.5,16.7,28,27.3,24.9
1/2/2012 0:00,17,4,9.1,14,19.455,12.2,6,32.7,8.9,22.8,13,14,22.9,15.8,26.4,6.9,11.4,10.4,,90.875,94,79.625,58,17,40,117,23.1,16.7,26.9,21.633,21.2,19,18,25.7,26.31,16.4,,13.4,15.7,11,,,37,24.1,30.2,31.2,5,5,20,21,,28,,36,18.412,16.542,15.084,15.768,15.4,1,6.5,8.8,6.7
1/3/2012 0:00,5,4,7.1,29,16.565,10.2,4,14.5,7.7,21.5,31,18,18.4,,18.2,5.81,8.3,7.9,,49.958,38,45.75,86,36,38,94,16.9,10.1,21.4,15.542,13.4,8,12,15.3,31.94,19.2,,24.9,31.4,5,3.1,3.1,18,29.9,14.8,52.6,14,5,28,21,,28,,30,10.017,7.896,8.724,9.434,9.9,2,7.4,3.6,4.2
1/4/2012 0:00,5,3,7.2,10,12.227,7.1,6,9.1,5.4,21.5,17,11,11.8,,12,4.17,4.3,6.4,,20.958,12,10.708,22,17,18,16,10.3,5.7,11.6,8.383,10.5,11,7,10.4,17.96,17,,15.9,21.9,5,3.6,3.6,14,11,9.6,13.2,5,5,15,5,19,11,,5,,3.522,6.195,6.268,8.8,1,4.9,2.4,3.8
1/5/2012 0:00,5,3,2,9,8.087,6.2,8,16.4,4.8,11.3,5,6,2.5,,8,3.09,3.3,3.7,6,12.417,6,6.167,10,9,11,5,10.7,8.2,12.9,8.625,8.9,5,6,10.4,23.77,10,,9.2,10.3,5,10.7,10.7,14,9.8,10.5,14.9,5,11,5,5,5,5,,5,6.369,5.211,2.308,6.467,6.3,1,4.1,3.4,1
1/6/2012 0:00,5,3,4.9,12,5.417,5.1,10,14.5,2,22.7,13,8,8.1,,10.2,3.27,4,4.6,12,11.333,8,7.833,10,12,15,7,14,7.3,3.8,9.225,10.9,2.5,5,18.9,25.22,13,,9,15.2,5,8,8,25,7.2,7,14.1,5,5,5,5,5,11,5,5,7.099,2.996,5.036,10.826,5,1,1,3.9,2.5
1/7/2012 0:00,5,4,5.9,12,10.25,12.9,10.7,12.7,7.6,20.2,12,12,11.9,21.7,20,6.72,7.8,7.1,19,29.125,21,22.125,29,20,31,48,21.8,13.9,23.1,16.846,18,8,8,14.1,30.66,22.8,,18.7,23.6,5,6,6,24,21.8,19,27.8,10,5,18,11,23,12,16,5,8.914,12.021,8.284,10.978,10.7,3.9,6.6,6.4,3.6
1/8/2012 0:00,11,2,8.4,12,9.238,10.9,7.9,9.1,4.2,32.7,21,25,19.3,14,15.6,4.9,5.6,7.9,36,34,29,26.875,90,26,35,18,19.6,,24.7,22.833,17.1,9,9,30.1,74.04,45.2,,29.3,30.3,5,3.5,3.5,36,20.1,20.1,28.1,19,5,15,16,18,27,11,5,5.279,8.859,8.701,17.414,9.1,1,2.3,5.9,3.4
1/9/2012 0:00,17,4,8.1,10,14.762,10.2,7.7,7.3,3.7,34.4,28,16,15.3,,24.2,8.17,10,10.4,43,38.208,36,29.042,61,31,40,22,20.5,,18.2,18.033,12.2,14,11,12.9,31.21,43.3,,20.9,25.6,5,8.8,8.8,,18.2,17.9,24.9,34,25,22,22,33,11,11,29,10.377,3.939,5.759,5.363,14.7,4.2,8.5,9.5,5.2
1/10/2012 0:00,11,5,2,8,15.13,14.9,15.8,14.5,10.8,50.9,33,34,22.8,,29.6,6.35,14.1,9.3,34,32.667,25,23.125,67,29,,23,38.1,,34.7,31.375,30.5,2.5,9,51.4,92.54,23,,18.2,24.9,22,12.6,12.6,69,27.1,32.7,43.9,23,20,22,14,28,26,,14,23.664,21.239,,9.607,10.8,4.5,5.1,7.3,6.1
1/11/2012 0:00,15,13,8.4,20,20.042,11.1,13.6,40,7.5,31.3,44,25,26.5,9,20.7,11.8,11.2,15.1,24,35.125,25,24.917,34,27,34,23,22.3,,17.4,22.525,17.2,17,13,39.3,48.63,21.5,,15.6,26.1,5,5.8,5.8,33,23.2,16.4,19,10,23,25,17,41,35,,24,12.013,8.461,,10.72,18,5.6,9.7,10.1,7.6
1/12/2012 0:00,5,7,4.6,15,16.25,6.9,6.2,,4.4,18.1,17,14,14.5,12,16.9,6.9,9,7.2,16,26.583,16,16.75,17,25,24,17,16.2,,48.4,13.617,11.6,9,9,11.8,19.59,18,,20.2,24.2,5,4,4,13,14.8,15.2,16.1,13,15,20,15,23,14,,13,5.458,3.504,,4.338,9.6,4.9,5.3,6.9,3.8
1/13/2012 0:00,5,6,2,9,7.5,5.1,7.5,,2.4,19.7,13,7,9.2,20.2,10.9,2.36,6,10.1,20,16.792,16,11.542,29,,17,8,8,,7.5,8.026,6.7,6,5,6.9,19.055,11,,10,15.2,5,5.5,5.5,25,10.1,19.5,14.5,5,5,13,5,14,14,5,5,8.19,2.16,,3.972,7.5,4.4,4.2,7.6,2.5
1/14/2012 0:00,5,7,2,9,8.13,5.8,7.4,,1.9,28.9,15,7,2.5,14.2,13.8,2.18,9.3,13.6,26,17.125,18,10.625,28,,18,11,6.7,,4,5.488,4.7,2.5,6,6,14.51,14,,5.9,10.1,5,4.7,4.7,18,10.1,13,13.1,5,15,16,13,5,16,5,11,5.095,2.413,4.288,5.385,5.2,3.4,6.1,8.6,2.7
1/15/2012 0:00,5,8,4.8,9,9.958,8.2,13.6,,2.4,24.1,14,8,8.8,12.4,26.4,4.54,9.5,11.7,32,17.833,17,12.292,29,,29,14,14.3,,9.1,9.452,8.9,2.5,10,11,20.68,20.6,,9.6,13.5,5,3.3,3.3,31,14.6,17.3,14.1,17,17,21,19,22,17,11,19,34.207,4.865,20.948,5.541,6.2,3.7,5.4,8.5,4.9
1/16/2012 0:00,18,8,12,17,21.524,14,18.8,9.1,5.1,34.3,34,20,16.5,5.5,39,16.33,15.4,14.3,49,44.75,23,30.167,32,,54,30,32.1,,22.9,25.15,24.1,24,19,13.7,39.92,40.2,,24.8,31.1,12,31.1,31.1,57,23.3,26.7,38.3,38,37,40,45,52,56,,61,50.593,19.808,28.102,8.554,26.4,12,13.7,26.7,8.3
1/17/2012 0:00,18,8,2,21,27.652,40.4,30.5,7.3,19.5,31.9,27,22,16.7,13.3,86,8.71,18.1,15.7,58,47.833,42,41.417,53,,52,34,60.8,,27.8,19.196,18.5,48,27,27.3,64.06,35.2,,19.8,21.9,52,,,39,52.8,88,74,56,54,65,78,57,63,,56,47.907,27.451,56.982,11.162,31.3,5.6,10,25.9,6.3
1/18/2012 0:00,39,17,15,38,30.545,29.5,27.8,12.7,22.8,32.3,36,42,25.5,24,66,15.97,16,13.9,64,78.958,82,69.083,175,,66,32,57.4,44.8,46.4,49.479,42.1,30,38,43.1,74.58,36.2,45.1,40.9,38.9,5,14.2,14.2,44,101.9,116,68.7,43,76,69,53,78,70,,63,33.476,33.152,36.784,29.508,29.7,8.3,19.4,16.7,6.7
1/19/2012 0:00,18,9,9.8,22,32.083,13.1,11.4,14.5,13.9,30.7,35,30,20.2,26.7,32.9,9.26,12.1,9.2,28,55.625,49,43.292,80,,34,14,31.4,19.4,28.2,24.929,23.8,25,34,33.7,46.81,25.6,31.7,27.5,28.1,5,9.5,9.5,33,38.8,28.6,34.3,10,33,31,16,30,20,25,25,16.922,2.722,21.477,18.247,17.1,5.6,8.6,5.2,6.7
1/20/2012 0:00,13,4,2,11,14.955,7.6,7.1,18.2,5.1,34.8,23,16,14.5,43.3,16.9,4.53,6.2,8.7,26,31.458,19,15.125,41,,27,14,26,12.4,15.6,15.263,12.5,12,14,17.6,38.29,17,,15,26.2,5,3.3,3.3,28,21.7,15.3,18.7,11,20,26,13,26,24,15,30,16.563,9.857,13.258,9.077,12.3,5.1,5.9,4.2,5.1
1/21/2012 0:00,15,7,4.4,16,15.042,1.6,7.8,32.7,7,33.8,31,20,21.6,17,24.4,5.07,8,8.6,30,33.417,29,27.125,38,,30,42,23.8,17.9,26.9,21.013,18,12,12,25.2,48.08,20.3,,23.7,26.9,5,10,10,24,29.3,21.3,29.9,10,25,28,14,29,14,16,30,17.832,17.241,15.552,12.388,12.6,1,8.2,3,2.2
1/22/2012 0:00,5,5,2,9,7.458,3.1,6.2,29.1,6,18.6,16,12,14,12.9,13.3,1.81,5.4,4.6,13,16.333,11,9.417,23,,20,24,20.3,10.4,12.7,12.933,10.9,10,7,17.5,37.38,,,12.7,17.4,5,5.7,5.7,23,15.7,17.7,24.3,5,17,21,5,21,19,5,17,11.825,16.009,13.605,15.248,7.2,1,4,2.7,2.2
1/23/2012 0:00,27,5,13,15,15.81,3.1,9.1,12.7,5.2,27.9,41,14,15.2,13.4,19.3,13.41,7,10.1,38,25.917,27,22.125,57,,27,6,14.3,11.1,179.1,12.891,12,13,11,15.6,35.74,29.9,,21.7,28.6,5,6.2,6.2,25,22,19.1,19.2,5,27,31,5,34,33,,23,15.105,7.406,10.593,12.604,19.2,1,11.7,8.3,10.1
1/24/2012 0:00,33,23,34,33,35.696,5.1,15.1,16.4,5.4,37.5,70,29,72.9,38.5,44.7,36.66,24.3,16.4,81,53.042,49,51.083,76,,51,25,37,24.8,32,29.95,27.8,28,25,21.4,40.56,53.1,32.8,60.4,66.5,5,15.7,15.7,37,,37.4,33.2,38,42,37,45,51,52,33,5,34.222,21.543,19.515,17.71,36.1,1,33,9.1,22.9
1/25/2012 0:00,42,43,42,42,42.174,23.1,6.4,10.9,8.2,34.8,23,23,55.4,31.8,66,34.66,32.7,27.3,91,47.417,48,37,66,44,38,32,65.9,41.3,50,43.037,42.3,39,30,37.7,60.61,57.4,,58.8,58.4,5,26.6,26.6,63,,32.3,32.5,48,48,52,65,45,53,31,50,25.305,24.341,30.968,20.156,33.4,2.7,34.8,18.6,41.3
1/26/2012 0:00,50,27,30,50,47.381,41.1,19.1,7.3,19.3,22.3,29,22,27.2,31.8,63,35.75,38.3,28.1,56,46.125,43,44.917,71,40,33,46,37,39.1,38,33.333,31.4,55,40,22.3,40.1,35.8,33.5,36.7,33.4,5,19.2,19.2,41,28.1,39.8,31.7,48,50,55,66,46,50,36,56,23.839,33.311,30.603,25.243,50,11.4,69.9,21,29.9
1/27/2012 0:00,70,57,106,62,61,36.9,10.7,9.1,28.6,,36,30,30.5,37,55,35.75,30.1,32.4,,107.917,68,79.875,163,94,48,176,35.6,40.7,33.1,34.475,57.5,52,56,23.8,29.94,75.6,41.6,86.8,68.6,11,27.3,27.3,58,45.8,55.1,35.7,140,57,76,93,77,69,,65,30.037,27.869,27.239,25.1,49.1,18.2,56.9,33.6,34.6
1/28/2012 0:00,122,110,98,114,112,44.8,15.7,21.8,34.5,,36,33,33.9,39.6,74,51.18,44.6,32.7,,102.958,116,101.125,232,144,81,106,41.6,45.1,39.8,38.038,42.3,89,108,23.1,29.03,163,,99.2,97.3,11,34.4,34.4,61,49.1,60,48.1,203,79,130,172,119,107,66,110,28.031,28.844,25.071,21.728,72.4,27.1,80.6,41.2,53.7
1/29/2012 0:00,90,86,209,72,69.625,31.8,7.5,25.5,22.2,,35,33,54.4,51,49.6,33.21,51.3,34.8,,70.292,54,59.625,258,83,42,107,35.2,34.1,41.1,36.883,37.6,47,51,27.8,48.99,50.8,,58.9,58.8,11,16.2,16.2,52,26.6,41.9,32.5,145,40,74,96,56,50,29,54,18.558,34.225,28.91,20.192,41.9,12.1,52.3,19.8,29
1/30/2012 0:00,50,43,156,37,39.696,34.2,10.1,16.4,28.9,,35,32,38.3,30.4,62,34.12,29.6,36.7,,75.875,55,68.292,180,90,38,101,38.3,36.9,38.9,39.529,39.4,47,35,21.9,41.37,50.5,,66,66.5,47,10.6,10.6,64,35.7,48.1,31.7,132,48,55,70,51,51,37,44,23.475,33.61,30.05,19.36,48.4,12.3,58.2,25.7,24.7
1/31/2012 0:00,68,47,117,47,45.421,40.6,25.1,27.3,31.4,,39,39,44.2,36.9,54,31.03,29.8,31.9,,73.042,55,60.583,222,77,36,136,48.1,44.3,52.9,49.754,55.9,54,40,31.1,65.69,57.8,,62.3,57.5,53,22.8,22.8,91,28.9,43.6,35.7,140,42,60,82,47,55,32,46,36.039,45.071,50.977,19.619,44.1,12.6,48.1,30.6,20.9
2/1/2012 0:00,70,51,78,58,60.87,48,27.7,36.4,33.7,,27,33,43.2,47.5,70,35.57,46.4,34.2,,54.875,64,53.292,184,90,44,131,52,57.3,55.6,51.312,55.4,64,46,36.9,61.518,78.3,,76.1,76.8,44,,,121,36.9,55.3,40.1,128,54,71,75,53,64,,44,35.86,38.01,56.987,26.51,62.1,14.8,47.9,36.3,46.9
2/2/2012 0:00,114,51,133,68,72.579,50.8,6.5,45.5,39.7,,48,42,119.6,61,102,44.83,46,39.6,194,87.417,117,102.833,204,323,,128,79.5,74.9,81.2,66.529,74.9,,72,49.6,103.271,126,,173,,54,24.5,24.5,124,82.7,134.4,88,162,102,103,113,93,107,,79,51.507,63.442,66.306,21.809,69.11,20.5,44.5,46.3,35.2
2/3/2012 0:00,109,80,182,120,122.333,87,58.8,78.5,65.3,,81,76,126.7,100,169,51.72,77.3,53.3,204,148.957,206,161.833,188,204,86,115,136.8,101.9,101,138.992,130.3,,136,73.2,133.018,152,,184,,79,48.9,48.9,108,123.9,141.3,145.1,147,,209,160,127,159,,103,91.356,85.706,82.939,41.852,98.1,24.1,55.6,51.5,51.4
2/4/2012 0:00,127,72,139,156,190.87,146.6,76.9,87.3,85.6,,44,52,42.7,78,154,76.41,54.8,42.7,143,109.583,128,110.125,133,121,78,114,89.7,100.1,80.1,88.071,93.3,,106,58.3,92.364,89.9,,67.7,76.7,90,53.6,53.6,105,79.7,104.2,96.3,102,240,131,109,106,133,,84,80.628,86.943,93.564,36.652,126.73,30.1,75.8,49.8,46.2
2/5/2012 0:00,81,50,76,99,131.208,63.5,49.5,47.3,57.5,,30,41,37,49.8,71,45.55,58.3,34.5,129,55.958,64,54.917,108,69,47,75,53.2,71.9,44.2,63.329,92.4,,87,56.9,71.311,67.6,,55.8,54.8,65,59.7,59.7,176,35.8,44.1,47.7,82,55,58,84,42,72,,64,86.245,67.659,97.705,31.454,74.73,41.9,75.2,65.9,77.8
2/6/2012 0:00,83,53,125,66,67.652,42.8,35.4,41.8,29.2,,30,42,32,53,78,39.56,52.9,51.7,85,62.292,86,73.375,109,65,66,98,61.4,64.7,54.2,68.458,58.6,,56,55.1,63.871,68,,55.5,57,46,73,73,144,64.1,75.7,65.1,90,76,80,105,73,77,,82,31.299,46.358,49.788,35.059,59.34,23.9,63.9,47.3,91.5
2/7/2012 0:00,76,69,77,71,73.739,48,46.9,40,30.6,,16,33,31.5,52,75,24.86,84.6,43.4,82,,76,64.125,118,51,61,94,55.4,52.6,47.3,50.558,47.7,,64,35.4,47,48.1,,44.2,50.9,25,57.7,57.7,58,46,62.7,55.7,90,80,73,85,62,77,58,5,36.583,43.02,47.522,37.025,55.97,15.3,50.1,31.6,51.1
2/8/2012 0:00,96,73,141,85,89.238,60.2,16.1,43.6,28.2,50,19,44,43.1,54,82,30.67,50.9,47.3,115,,124,79.292,196,84,72,234,72.8,85.1,94.9,53.583,63.1,,82,45.3,65.329,92.3,24.5,95.6,96.6,39,47.3,47.3,86,65,70.5,89.1,139,100,109,137,114,110,49,96,65.034,45.415,59.838,34.904,59.78,17.5,43.9,39.2,32.5
2/9/2012 0:00,70,59,113,61,103.609,93.9,56.1,60,40,39,22,39,34.1,70,95,30.67,61.4,40.2,152,,194,157.833,211,126,199,160,72.1,67.4,105.4,80.942,70.4,,116,39.4,56.795,127,27.6,128,126,34,25.5,25.5,58,109.7,89.3,118.1,201,147,186,197,186,212,116,153,42.97,44.945,46.383,28.522,70.03,13,47.8,28.2,35.5
2/10/2012 0:00,114,56,73,105,82.81,54.6,44.1,38.2,28.5,122,45,53,101.6,57,96,37.39,62.8,46.9,167,,161,108.5,212,253,45,146,94.6,76.4,72.5,60.654,76.6,,74,60.9,103.79,128,,186,,40,38.9,38.9,139,56.6,108.8,101.6,119,56,106,139,72,101,47,13,101.021,47.693,67.489,27.141,,27.8,53.4,43.1,75.2
2/11/2012 0:00,188,89,144,117,170.565,78.4,70,61.8,37.6,162,191,111,143.5,66,148,49,103.1,61.2,267,,267,226.208,214,370,98,152,178.9,113.9,194.5,98.504,119.8,,170,93.2,171.679,150,,241,,37,60.7,60.7,111,107.7,205.2,155.6,193,,217,,198,216,,190,98.821,60.591,120.655,26.006,133.79,30,52.2,49.8,52.7
2/12/2012 0:00,158,120,214,130,182.913,106.1,78.2,81.8,41.8,183,133,104,198.7,110,225,88.57,125.4,62.3,268,,306,243.375,229,425,140,137,216.8,118.6,218.3,158.962,204.3,,191,79.1,143.008,199,217,242,,25,12.7,12.7,51,121.6,217.2,178.7,246,,246,,341,330,85,354,61.715,56.683,71.948,39.021,161.33,27.1,59.1,32.3,35
2/13/2012 0:00,68,42,96,137,126.273,76.2,62.8,27.3,44,113,98,150,82.5,113,128,64.07,37.8,56.1,172,,215,198.333,173,281,225,80,111.3,93.2,113,109.225,96,,242,118.6,143.369,213,,257,,26,36.2,36.2,70,182.5,218.2,138.2,,147,222,207,266,241,,203,74.794,90.259,91.516,66.554,,22.6,49,39.9,20.2
2/14/2012 0:00,77,55,66,88,100.75,84.8,72.4,61.8,51.3,111,115,201,163.4,137,148,49.36,58.2,40.7,182,,207,163.125,178,193,186,108,127.5,102.9,121.8,125.708,104.5,,158,139.2,146.978,260,,334,,27,22.4,22.4,58,140.7,144.3,156.5,172,163,205,177,226,181,,197,91.718,99.01,117.701,70.6,,26.1,43.1,32.8,26.2
2/15/2012 0:00,15,10,10,13,19.391,43.7,43.4,58.2,34.8,62,62,76,68.7,40.5,67,8.35,30.1,9.7,56,,51,61.167,83,61,45,45,59.6,50.6,57.3,66.867,67,,20,77.5,90.738,65.5,,67.5,70.2,56,31.4,31.4,74,64.9,57.3,75.5,5,33,28,21,34,28,,5,70.795,72.066,73.653,64.563,19.41,14.1,7.8,22.5,7.4
2/16/2012 0:00,28,15,16,11,33.95,48.2,21.4,58.2,21.8,78,64,51,44.4,71,104,15.79,29.3,12.3,78,,66,51.208,80,74,74,55,125.7,85,60.9,75.621,80,,66,76.5,100.35,73.6,,55.4,60.2,53,,,64,56.9,75.5,70.9,72,67,55,45,84,65,,30,65.528,57.986,68.068,34.862,49.58,11.8,19.6,21,9.6
2/17/2012 0:00,15,8,6,39,27.952,26.2,5.2,32.7,15,93,78,68,61.2,42.9,68,8.71,24.1,12,43,,50,51.625,73,83,66,30,92.1,64.2,76.7,88.362,90.2,,20,66.5,135.014,62.9,,55.4,57.7,19,12.4,12.4,30,75,82.2,86.2,27,19,32,25,55,31,,31,42.224,51.439,52.693,52.085,21.01,7.6,10.2,11.8,11.4
2/18/2012 0:00,31,18,14,40,36.208,23.7,11,10.9,10.4,67,55,27,24,22.2,42.2,21.42,19.7,21.7,45,,59,60.625,87,60,54,47,28.1,22.4,28,20.546,16.5,,38,73.6,82.202,41.3,,35.1,37.7,16,16.2,16.2,30,40.6,36.1,39.4,28,53,39,30,51,48,,5,18.929,13.308,15.987,57.252,30.16,12.1,28,16.9,18.6
2/19/2012 0:00,13,6,5.4,21,19.273,9.1,16.3,14.5,18.5,25,27,36,23.6,34,49.6,7.79,18.9,13.4,32,,53,90.25,84,37,47,58,43,31.8,41.8,36.408,34.1,,29,39.1,62.238,33.3,,30.2,30.4,16,9.7,9.7,27,47.2,42.3,65.8,19,32,37,30,53,37,,41,21.66,29.241,27.367,33.333,18.57,9.1,8.9,10.5,9.7
2/20/2012 0:00,18,10,30,22,15.333,17.3,15.1,14.5,6.9,35,26,18,23.4,16.4,21,13.97,10.7,15.9,41,,48,36.583,68,38,52,34,9.3,15.8,18.4,18.725,14.7,47,24,16,43.735,66.5,,33.7,40.3,5,10.2,10.2,34,27.5,33.8,27.2,49,36,34,67,62,41,,5,17.112,16.813,22.057,9.345,22.56,9.3,11.9,9.6,12.1
2/21/2012 0:00,20,14,14,31,27.095,16.4,4.6,12.7,10.8,24,33,27,24.2,26.5,38.2,11.62,17.9,15.5,47,,79,73.083,91,65,58,68,25.4,21.6,24.2,24.533,21.1,32,45,22,41.738,65.9,,46.4,48.2,11,10,10,24,50.7,,39.4,31,53,66,75,71,65,,43,15.473,17.302,21.215,15.988,18.57,16,15.5,12.7,13.7
2/22/2012 0:00,31,16,14,29,24.87,17.3,6.3,12.7,14.3,24,33,27,32.4,24.7,42.4,24.68,14.8,18.7,45,,69,43.042,103,42,45,50,31.4,25.8,11.8,29.337,18.6,35,37,21.2,42.283,,14.8,34.8,40,15,13.8,13.8,32,,,30.5,49,38,52,27,62,36,,5,21.66,20.739,28.107,13.303,31.62,13.6,25.1,18.9,19.7
2/23/2012 0:00,18,15,12,18,20.087,7.3,7.6,5.5,9.5,19,31,24,23,16.4,25.8,12.16,15,13,22,,50,41.292,60,35,41,38,18.7,12,20.7,18.996,12,19,21,16.1,25.951,31.8,19.8,31.7,35.6,5,5.6,5.6,14,36.8,,28.3,13,12,29,25,44,29,,25,12.197,10.727,9.373,11.318,18.12,7.1,9.2,7.9,9.7
2/24/2012 0:00,13,9,5.7,11,12.273,5.8,8.1,9.1,,13,24,10,16.5,10.9,16.4,11.07,11.9,10.6,12,,17,19.583,19,25,31,11,13.8,8.6,12.9,13.758,9.4,11,10,9.7,21.959,17,10.2,17.4,22.2,5,3.1,3.1,17,16.6,,17.8,12,5,21,18,36,20,,22,9.283,3.991,7.432,4.773,11.41,7.2,7.2,6.8,9.7
2/25/2012 0:00,5,6,2,6,7.043,5.6,4.1,7.3,,15,19,7,8.9,6.4,12.7,8.35,7.7,8,11,,12,13,11,17,15,9,13.6,6.5,8.4,11.054,8.2,7,5,7.1,18.329,10,8.1,8.7,11.7,5,4.9,4.9,15,10.2,,19,11,5,13,5,20,10,,12,8.189,5.792,6.049,5.236,9.15,4.7,6.4,8.1,10.6
2/26/2012 0:00,11,8,6.7,9,8.524,10,11.2,7.3,,15,15,6,8.5,6.2,15.3,8.53,9.1,7.9,10,,10,7.125,14,13,12,10,11.1,7.9,7.3,5.696,5.1,14,4,4.6,11.069,14,15.3,7.4,10.8,5,22.8,22.8,30,9.9,,17.2,12,10,13,13,22,11,,12,5.096,2.196,4.742,2.603,8.6,4.9,9,9.5,2.7
2/27/2012 0:00,24,13,15,19,19.762,31.3,10.7,,,17,11,7,14.9,20.9,36.7,21.23,15.7,13.3,25,,41,20.042,44,28,33,28,17.6,20.4,11.4,10.775,10.2,38,25,12.2,29.4,30.9,20,21.8,24.4,5,33.9,33.9,44,18,,32.5,38,36,29,47,37,26,,34,17.462,10.62,24.318,3.651,30.34,16.7,19.3,14.4,21.3
2/28/2012 0:00,15,11,16,19,23.842,8.7,15.8,18.2,,29,16,27,19.9,34.9,72,15.43,16.7,13.1,31,,59,52.375,80,45,56,30,50.3,36.2,34.9,38.429,34.3,26,37,22.3,55.898,50.6,,49.7,52.9,19,8.9,8.9,28,58,,57.1,36,75,66,60,82,60,,57,24.019,25.377,22.763,11.277,21.56,8.3,15.1,9.8,13.7
2/29/2012 0:00,15,6,6.5,11,17.739,11.3,10.1,,,23,13,11,15.8,25.6,61,10.89,12.5,8.4,26,,35,23.333,32,29,25,26,30.7,22.3,17.4,18.63,14.3,23,8,21.6,76.58,14,,28.1,25.5,5,7.5,7.5,38,15.6,,24.3,30,39,29,31,37,29,,25,21.653,15.154,17.884,,15.07,6.7,9.1,9.6,13.2
3/1/2012 0:00,18,11,13,18,24.304,10.7,10.1,,,,7,43,38.4,32.9,37,14.16,17.3,10.1,30,,62,68.417,105,50,68,27,36.7,15.9,31.8,42.2,34.2,22,11,32.6,50.812,56.7,,66.2,70.2,5,7.7,7.7,21,48.5,,63.3,59,56,39,63,63,56,,58,13.826,13.169,15.486,10.023,13.5,7.7,12,12.2,16.8
3/2/2012 0:00,29,25,10,25,26.333,18.1,8.7,,,,10,13,15,16.7,28.5,23.59,17.7,19.3,21,,28,21.833,29,19,29,24,15.6,11.3,13.3,17.304,13,23,16,8.1,14.881,29.8,,18.1,20.9,5,,,30,17.5,,23.6,33,20,24,33,28,24,,28,8.19,3.378,9.089,4.591,19.6,11.8,26.9,17.9,23.6
3/3/2012 0:00,57,19,49,28,31.609,9.8,8,,,11,36,6,8.6,8.4,24.9,22.64,26.9,15.4,31,,37,12.083,36,24,31,33,12,12.6,9.4,11.05,7.8,43,23,7.4,13.61,28.3,,10.9,13.9,5,28.6,28.6,47,14,,15.2,50,20,35,61,34,23,,44,6.552,4.393,6.741,4.937,27.5,23.4,,22.3,30.7
3/4/2012 0:00,35,29,51,33,35.542,10,7.3,,,11,14,6,8.7,15.4,61,18.51,42.3,16,52,,92,52.875,67,49,21,45,14.3,12.2,14,13.992,13.1,47,39,9.4,20.325,47.6,,40.2,39.8,5,,,37,23.7,,16.3,92,36,72,124,52,52,,65,17.83,10.26,13.466,6.516,34.3,9.1,,19.3,11.5
3/5/2012 0:00,44,27,71,37,40.2,18,16.9,,,12,19,11,19,14.2,36,18.87,28.1,20.6,51,,83,50.417,87,66,31,55,24.9,19,18,20.629,20.1,37,38,12.5,27.949,67,,35.9,32.7,12,,,44,29.4,,28.3,67,35,69,85,64,64,,71,23.114,13.092,23.673,10.352,27.2,11.3,,20.4,24
