Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsZgorzBohA,KpBydgBerlinga,KpGrudzStar,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSBuja6119,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockPKN,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkJasloWIOSSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,Pm.01w.02m,Pm.63.wDSAa,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlTarnoTarn_litew,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,WpWKPKalisz007/10,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
1/1/2014 0:00,78,56.5,21,50.3,23,52.3,46.5,49.2,46.5,51.6,20,19,,27,56,70,70,53.3,27,48.6,68,94,68,103,76,169,40.69,43.35,41.81,35.74,,46,40,18.7,,,27.7,32.7,29.9,40,46,48,58.36,47.88,46.9,27,,88,,78,,93,50,90,35.487452,30.744005,34.593656,19.46,68.3,58.3,40.1,,49.7,58.8
1/2/2014 0:00,63,25.6,23,50.3,31.9,45.2,42.2,48.3,40.7,48.6,28,29,42,32,56,70,74,34.1,38.4,40.2,122,135,44,32,58,83,54.68,50.25,40,46.07,,27,23,28.3,,,32.2,36.4,27.6,43,43,47,,57.32,57.7,19,68,83,102,67,,79,45,68,40.403,38.71546,40.134594,32.89,35.3,51.6,27.3,,47.8,31.8
1/3/2014 0:00,30,15.9,,35.4,23.9,26.8,51.7,50.2,41.6,50.2,43,38,43,35,48.9,62,72,19.7,16.7,26.9,46,172,91,32,60,108,56.3,51.52,55.81,46.98,,30,18,36.7,,,39.6,51.1,34.2,45,36,60,64.92,61.36,68.04,14,49,65,95,56,42,51,37,13,42.421,41.241939,38.102333,36.61,35.7,45.9,23.6,18.6,31.1,13.3
1/4/2014 0:00,24,15.3,16,26.7,22.1,14.6,45.8,33.1,30.9,22.9,51,29,49,43,38.7,51,65,16.3,20.2,24.1,24,135,70,21,57,81,48.49,35.19,41.28,41.18,,32,29,57.6,,43.7,38.9,53.1,32,25,17,43,40.82,56.05,48.44,19,46,69,84,57,42,69,39,61,32.206,31.570811,26.256401,32.48,27,32.2,11.3,17.3,22.8,11.9
1/5/2014 0:00,21,10.1,13,19.8,17.2,9.4,25.6,27.2,24.6,23.8,26,28,23,39,31.6,46.9,52,19.3,12.6,18.4,24,68,40,14,44,45,41.77,24.85,48.02,31.56,,29,22,24.7,,24.4,18.8,25.9,14.9,33,23,34,30.9,37,45.72,20,37,23,19,54,37,31,25,31,24.935,22.982376,23.039423,21.02,25.8,29,18.2,15,21.6,19
1/6/2014 0:00,26,12.6,4.5,14,11.3,2.3,20.9,17.1,17.5,16.5,34,27,21,30,20.4,31.1,29.6,13.9,10.3,17,29,55,52,22,27,36,21.25,21.04,24.73,17.41,,17,17,29,,20.7,43.8,28.4,26.3,12,12,16,27.33,22.49,28.85,27,36,27,51,37,41,34,16,36,14.197,13.371773,8.83084,13.26,16,20.8,9.4,12.2,10.8,9.1
1/7/2014 0:00,43,8.2,12,24.5,15.6,4.4,26.3,12.9,23.5,14,38,27,30,29,26.9,38.2,50,11.6,18,18,52,137,89,36,59,131,39.05,23.4,31.28,27.94,,20,22,26.8,,34.8,20.5,35.2,18.4,10,,21,57.39,84.69,57.34,38,35,30,41,49,31,34,24,20,19.29799,17.617836,14.975175,23.75,20.6,26.3,8.3,12.1,10.5,4.5
1/8/2014 0:00,24,10.8,26,24,19.3,14.1,16.9,13.1,18.3,15.5,38,20,22,19,22.4,27.3,33.8,11.6,20.7,18.3,61,82,,26,46,45,26.7,14.51,22.73,23.22,25.22,17,21,34.5,,29,5.86,33.5,14.2,10,9,23,42.47,42.08,29.57,22,25,25,21,40,30,25,23,26,21.477976,15.730402,21.318164,24.96,19.2,23.6,6.4,7.2,9.8,6.6
1/9/2014 0:00,18,10.3,13,20,14.1,4.5,12.4,17,19.6,14.8,24,17,21,17,24.4,32.7,33.6,11,9.4,11.7,19,96,70,12,55,76,23.61,20.32,26.37,20.86,22.32,16,15,19.4,,47.7,12.4,22.6,11.5,13,12,19,32.22,38.27,34.83,9,22,23,21,40,25,26,21,19,14.378276,14.547249,13.185328,16.1,21.4,28.2,,9.2,11.2,7.1
1/10/2014 0:00,9,3.8,4.5,9.1,8,6.1,8.2,8.8,7.5,2.5,14,14,11,13,10.4,16.4,11.8,9.2,10.6,7.1,11,19,12,13,23,8,7.45,5.62,8.18,7.26,6.71,7,7,8.5,,3.07,,8.13,10.6,1,3,1,14.71,7.98,9.43,11,12,11,11,23,16,10,9,14,3.277,2.159733,2.507942,5.48,7.6,7.8,,1,2.5,3.5
1/11/2014 0:00,10,7.4,12,14.9,15.2,16.3,12.3,8.2,17.8,9.1,23,23,21,20,18.2,27.8,21.5,10.5,7.8,11.2,15,18,49,18,25,54,18.89,11.61,17.27,13.06,13.25,13,19,13.4,,7.76,16.6,19,15.1,2,10,18,26.61,19.77,23.58,10,19,17,14,26,15,21,13,17,8.372,6.658019,9.360539,8.98,17.5,16.4,,5.5,8.6,6.9
1/12/2014 0:00,9,5.3,4.5,6.7,8.5,8.9,5.7,2,6.3,2.4,16,21,13,13,9.3,14.4,8.2,12.6,10.8,13.4,13,11,12,14,13,12,8.9,3.45,6.91,6.71,8.17,6,5,7.8,,9.19,15.1,7.83,,1,4,4,11.32,8.707,9.98,10,14,10,10,15,14,12,10,15,6.394,2.285636,2.562206,5.49,6,5.5,,1,4.1,4
1/13/2014 0:00,38,21.1,17,26.1,27.1,17.9,6.2,12.3,17.5,7.4,59,25,29,45,12.9,24.9,24.2,14.1,25,25.3,36,31,39,32,28,55,20.96,10.16,14.91,11.25,15.06,24,22,8.6,,17,28.4,28.1,,8,8,14,14.68,15.61,19.96,73,24,46,83,42,42,45,14,44,18.017,12.479164,13.693008,6.03,16.2,24,,14.5,16.6,11.9
1/14/2014 0:00,58,39.4,63,73.7,51,25.8,21.7,21.2,34.1,27.8,22,21,29,26,44.7,59,54,39.2,57.6,42.6,130,109,45,30,47,45,29.24,27.94,23.09,25.76,30.31,55,67,20.7,,24.8,21.7,31,,28,31,41,37,33.04,39.92,35,,107,172,76,,105,45,,25.292,19.666433,17.581907,11.55,58.8,68.6,,32.2,36.7,38.7
1/15/2014 0:00,50,27.9,39,54.4,56.4,21.9,22.9,17.9,20.7,17.9,43,40,30,38,42,47.5,52,46.8,54.8,57.6,55,66,38,40,53,31,30.69,23.04,31.82,22.49,24.68,47,45,19.7,,34.6,38.4,42.2,,14,25,43,40.1,39.91,38.65,56,,66,81,62,61,63,46,44,16.926,11.560861,18.329924,12.27,46.1,52.7,,39.7,32.8,48.9
1/16/2014 0:00,37,30.3,17,49,31.9,23.3,11.6,16.2,29.9,18.9,27,23,33,39,39.5,55,53,24.2,34.9,46.3,33,62,38,44,49,69,30.69,31.38,31.64,27.39,31.94,34,33,21.4,,43.6,46.6,40.7,,16,16,23,53.95,44.26,34.65,19,57,73,106,66,56,86,50,35,14.564786,15.225838,11.737921,12.75,38.7,51.2,,26,22,20.8
1/17/2014 0:00,75,21.7,21,43.2,31.8,24,20.2,,35.7,24.4,32,41,52,54,53,75,61,36.5,32.1,43.2,49,75,64,27,67,129,46.49,36.64,43.26,32.11,42.1,26,35,19.7,,26.4,29.1,58.8,,21,24,42,40.53,46.98,58.06,51,55,66,81,74,71,66,42,51,18.926297,17.269967,18.541151,14.67,64.7,60.6,,44.3,29.4,27.1
1/18/2014 0:00,56,23.7,54,50.1,28.4,36,18.2,37.7,34.9,29.7,26,32,27,35,46.5,66,50,26.1,29.3,33.7,62,,109,57,36,114,36.86,37.73,34.19,34.65,35.93,38,40,18.6,,42.7,41.8,42.7,21.1,26,29,46,47.66,31.38,30.48,17,32,59,,40,39,61,17,29,20.195037,18.770888,21.752009,17.53,66.3,56.4,,30.2,30.6,31.1
1/19/2014 0:00,25,19.1,26,25.8,23.8,12.9,8.2,16.7,19,17.7,16,16,18,22,25.1,31.8,26.7,25.8,24.6,23.1,33,,93,28,23,25,18.52,17.23,14.91,16.33,18.87,24,22,13.3,,22,26.5,8.32,17.9,14,16,,11.5,13.6,10.34,51,16,43,52,24,29,44,11,23,12.555,11.17728,10.520215,10.37,27.2,29.6,,22.5,16.6,19.7
1/20/2014 0:00,17,9,13,11.4,17.1,6.5,5.2,8.1,16.1,11.3,13,14,19,22,18,27.1,21.8,19.7,21.4,17.6,19,,18,12,9,105,13.26,13.97,14.37,10.34,15.6,20,10,10.9,,12.2,11.7,9.42,22.4,8,10,,10.5,12.15,11.61,28,,24,25,14,13,21,10,13,11.102,11.904027,8.939571,8.68,18.7,22.8,,17.1,11.7,15.3
1/21/2014 0:00,26,21.2,23,21.2,35.5,9.8,11.9,12.5,17.2,11.9,15,21,25,29,24,37.3,32.7,22.9,34.4,24.3,21,,18,24,19,65,19.07,17.6,24.37,16.14,18.14,21,15,15.6,,25,28.3,18.8,18.4,21,,,18.1,20.14,19.96,37,18,31,42,21,28,19,13,19,16.376,17.38515,17.646428,13.75,28.1,32.5,,22.2,21.6,17.8
1/22/2014 0:00,43,39.5,43,41.6,45.1,20.8,44.3,26.9,26.2,14.5,32,21,26,25,36,51,30,,48.2,49,28,,36,30,34,35,34.87,31.38,28.73,27.21,28.85,36,26,27.3,,26.5,32.7,29.9,26,20,14,59,32.8,35.01,36.29,37,34,46,58,42,45,23,29,40,29.477,24.160986,32.346698,23.28,44.3,40.6,,32.4,28.9,30.2
1/23/2014 0:00,47,40.3,43,42.6,45.8,44,61.9,60.7,45.7,19.4,51,45,55,68,67,93,59,,32.8,55.1,54,43,49,55,37,38,73,58.78,88.54,73.28,82.93,48,38,37.4,,40,50.8,35.1,43.8,41,14,88,48.86,44.08,93.26,56,46,70,68,,56,56,34,48,39.123,41.951593,40.314815,27.13,56.4,66.4,,31.7,31.9,20.5
1/24/2014 0:00,50,47.5,67,41.2,56.7,39.5,34.8,45.8,44.3,32.9,28,30,32,64,64,79,78,,51.4,61.6,41,54,41,,32,66,32.69,46.08,52.73,33.38,49.9,44,38,29.2,,29,32.6,29.2,29.9,39,29,68,37.97,48.64,37.56,51,41,64,58,,45,62,38,34,31.115236,34.420691,33.597779,21.1,68.6,65.4,,48.6,40.7,46.5
1/25/2014 0:00,45,36.6,47,39.2,62.1,27.1,37.1,39.4,28.6,21.2,,26,24,30,28.7,57,41.1,,43,46.4,29,48,51,,27,48,25.42,32.29,33.82,25.03,31.39,30,31,21.3,,23.5,28.5,21.1,23.5,32,21,69,29.06,34.09,27.58,45,24,55,55,,51,40,29,39,25.297565,28.020202,32.921512,16.41,45.7,45.1,,42.1,34.3,36.3
1/26/2014 0:00,64,43.4,75,62.2,80.3,20.3,22.4,,31.7,19.7,,17,23,32,24.7,55,42.9,,46.4,49.9,64,23,100,,48,138,20.16,23.76,20.55,14.51,18.51,39,56,13.6,,47.4,48.1,19.9,27.8,20,22,31,33.32,32.47,28.48,110,35,86,110,,61,97,35,52,22.38032,15.880938,12.829016,10.78,36.6,44.3,,48.9,29.4,41.5
1/27/2014 0:00,73,69.7,35,88.2,53.7,22.8,26.9,,32.3,23.2,20,19,24,32,30.7,45.6,48.2,,57.9,86.1,80,44,158,92,60,141,24.34,27.21,21.64,17.6,19.6,54,84,12.3,,,43.7,25.1,23.9,21,29,32,32.97,31.56,25.76,256,39,116,194,,76,123,37,83,19.30291,18.149018,11.826859,9.44,42.2,51.2,,56.8,30.3,45.2
1/28/2014 0:00,62,68.8,86,53.9,70.3,15.2,18.6,,19.8,15.4,17,13,19,27,25.3,44.5,40.2,,26.1,58,41,,43,36,40,110,19.61,20.32,19.82,13.97,20.32,46,47,14.4,,,28.2,18.5,22.7,17,20,32,23.21,26.84,19.77,61,34,74,80,,,71,22,,18.935,16.234738,11.71858,11.18,37.6,41.1,25.2,46.6,23.7,41.3
1/29/2014 0:00,36,23.9,79,27.2,56.9,12.3,17,,23.9,14.4,18,21,21,23,23.1,42,33.8,,24.8,40,37,,48,26,30,131,18.16,18.32,18,15.78,19.6,30,26,12.2,,,27.6,16.6,17.7,20,15,29,21.22,23.94,20.68,74,22,65,57,38,16,56,21,26,17.1,16.206632,13.973561,8.98,29.5,30.6,18.5,32.2,17.1,20.3
1/30/2014 0:00,61,43.6,54,39.4,94.7,14,19.3,,28.5,18.6,16,17,16,20,20.4,43.2,31.8,29,30.4,49.1,44,,66,32,36,127,18.52,18.68,13.46,16.69,17.78,31,42,14.3,,35.6,29.4,17.9,19.2,16,20,25,23.13,23.76,21.41,93,29,75,75,55,59,70,25,42,17.833,17.327469,12.82813,8.9,31.5,34.1,20.2,36.8,21.1,27.2
1/31/2014 0:00,41,43.8,18,37.4,54.5,22.9,29.1,16.5,28,27.1,12,11,16,19,28.4,49.8,35.8,,29.3,45.7,38,,29,25,40,15,24.33,26.3,19.64,22.68,24.13,,39,,,26.5,31.9,28.2,39.7,24,23,34,35.78,35.55,30.48,17,41,91,57,67,55,76,37,26,22.384,17.40966,18.66014,13.79,34,42.3,24.9,53.8,33.1,33.3
2/1/2014 0:00,22,45.3,18,31.9,21.5,,34,33.9,27.2,33.9,13,17,23,23,35.2,47.6,41.6,45,19.2,,37,46,16,16,37,14,38.32,31.2,25.81,31.02,30.85,,17,,,16.7,13.9,31.8,53.8,37,39,37,40.42,41,39.37,13,49,40,29,56,57,63,34,18,31.832,23.945926,24.650945,16.09,,44.84,38.2,79.7,59.1,40.5
2/2/2014 0:00,35,16.4,16,21.2,54.8,,33.8,36.8,38.5,37.3,16,14,23,28,40.7,65,47.6,39.6,35.3,37.6,56,63,19,25,75,29,42.31,38.09,24.18,32.11,34.48,,13,,,15.5,14.7,26.3,51.4,44,48,56,31.86,38.64,37.38,55,54,45,30,47,43,60,35,18,37.123,28.617856,28.716842,13.51,,33.54,38.2,52.4,49.3,30.6
2/3/2014 0:00,29,21.3,13,23.6,20.1,,63.4,56.5,42.7,51.8,44,34,67,49,60,79,103,27.6,15.3,27.6,122,99,71,97,95,71,60.11,68.03,46.55,58.43,65.87,,28,,,26.1,62.2,44,80.3,75,,79,61.26,77.46,77.68,114,95,,144,97,85,123,72,104,59.697,51.524228,51.127011,24.03,,44.95,32.8,45.3,51,31.4
2/4/2014 0:00,19,41.9,16,26.3,27.1,,78.2,80,89.2,60,59,58,101,87,59,91,84,35.3,29.1,34.4,123,206,53,19,75,13,74.46,84.53,48.72,63.67,73.49,,15,,,19.1,26.6,57.8,85.1,83,,88,45.39,47.57,73.67,90,,,118,148,152,129,73,87,53.511,53.726749,50.608997,27.62,51.15,40.87,39.6,52.7,55.6,30.6
2/5/2014 0:00,41,45.4,24,25.6,33.9,,57.3,62,76.1,55.4,44,54,36,78,36.7,64,69,39.4,26.8,42.4,43,127,31,26,45,26,56.84,64.58,45.64,44.62,51.9,,20,47.1,,28,21.8,52.1,25.3,101,53,93,31.98,32.29,39.19,13,,62,110,85,104,49,53,28,58.423,64.456772,63.319888,36.19,36.85,24.98,37.4,61.4,,39.2
2/6/2014 0:00,55,21.2,26,42.8,19.5,,63.1,51.7,66.9,38.9,49,42,41,40,50.4,68,66,31.1,24.2,36.2,65,101,75,34,47,43,50.31,49.16,48.36,45.89,47.54,,36,,,31.5,25.7,50.5,24.2,56,42,88,68.12,64.04,74.39,28,58,62,50,66,46,70,43,51,58.574,54.922831,54.421942,41.83,44.69,41.57,33.1,35.3,,19.3
2/7/2014 0:00,23,21.3,22,30.7,14.2,,39.4,49.7,53.1,33.7,38,24,29,32,47.8,60,63,21.7,14.3,29.4,28,42,38,21,39,55,43.22,47.16,52.91,44.44,49.54,15,23,,,27.3,26.1,29.6,19.4,46,32,55,42.6,51.34,41.91,14,52,66,62,52,47,63,38,30,45.144,42.828223,40.23611,40.98,35.86,36.76,20.7,25.6,,14.8
2/8/2014 0:00,17,9.2,12,21.8,14.4,,31.8,22.9,33.5,15.2,39,39,40,44,26.4,38.4,42.7,9.8,10.1,20,33,99,54,23,38,28,32.87,26.12,33.46,27.03,27.76,26,19,,,31.9,38.8,49.4,37.6,20,13,33,47.31,50.97,37.19,14,48,47,44,48,36,63,29,26,24.566,24.857478,27.00517,21.51,22.89,28.56,9.5,15.1,,6.9
2/9/2014 0:00,25,8.4,12,20.1,24.4,,12.8,37.5,53.4,22,48,40,52,49,45.6,85,71,9.7,17.8,24.1,32,56,49,24,37,26,55.76,48.61,46.55,44.08,57.7,21,18,,,26.7,23.9,47.2,23.9,48,73,49,39.73,54.05,66.05,17,24,34,17,34,29,22,23,15,44.077,45.560938,47.843935,42.57,22.07,33.83,10,13.7,,10.4
2/10/2014 0:00,19,12.1,13,22.7,17.3,,82.2,41.7,69.6,16,49,44,50,57,24.9,36.2,43.6,14.1,13.6,17.2,24,25,21,34,23,22,58.84,34.1,49.82,34.65,57.71,15,18,,,17,18,46.7,19.8,45,15,78,24.37,40.81,62.23,13,19,41,19,35,14,32,18,17,37.476,50.792556,36.895341,21.49,22.98,35.7,15.1,21.8,,11.9
2/11/2014 0:00,28,12.6,16,21.4,19.7,,34.6,27,40.5,21.6,30,27,28,41,25.1,37.5,28,18.6,14.9,21.8,33,26,27,26,32,20,,30.84,27.09,27.94,31.94,18,16,,,23,19.9,29.8,14.3,40,31,51,34.87,23.58,47.36,15,24,34,18,47,,39,22,,30.225,36.907865,32.282209,20.58,27.48,28.19,19.1,22,,19.3
2/12/2014 0:00,50,17.6,37,51.4,17.4,,48.3,39.2,45.3,20.2,51,54,37,60,73,106,112,17.4,32.3,29,49,36,37,48,52,22,,58.41,47.63,43.9,58.61,77,65,,,38.7,35.2,36,37.6,24,24,53,35.04,47.35,40.64,73,90,,101,90,92,80,64,84,33.673,36.360206,39.242106,30.11,,99.98,16.1,27,,13.6
2/13/2014 0:00,25,20.8,16,33.9,25.6,,66.7,71.6,89.1,34.5,18,19,23,37,64,70,57,13.6,13.5,29.7,43,56,39,43,56,46,,63.49,30.54,23.76,28.13,52,50,16.9,40,27.3,34.5,42.6,25.9,46,29,54,35.39,24.31,28.7,26,76,,81,91,87,94,43,61,42.6,50.873965,49.989464,20.1,44.15,60.09,16.3,24.4,,12.1
2/14/2014 0:00,32,7.4,25,29.2,12.5,33,12.6,21.8,29,20.2,39,44,28,34,23.8,40,29.8,11.9,30.1,23,29,63,61,32,42,36,,20.68,28,21.41,24.86,19,25,26.9,49,41.3,37.9,26.5,24.2,,41,53,28.71,23.76,21.77,23,28,48,56,53,43,54,21,31,31.678,24.897109,27.53349,22.78,26.67,37.25,,25.5,,17.8
2/15/2014 0:00,17,14.8,10,20.1,9.8,,41.8,29.6,7.9,20.8,20,23,22,25,28,39.8,40,13.7,15.5,25.6,18,63,41,17,33,52,,30.66,27.82,20.32,24.86,19,19,24.2,32,38,39.4,34.5,21,25,16,35,33.29,32.47,29.21,15,65,64,40,44,33,62,24,14,18.751,15.297623,17.045837,18.12,32.89,33.96,10.6,18.8,,9.6
2/16/2014 0:00,12,5.5,13,13.1,17.3,,15.7,18.4,13.4,10.6,33,33,32,26,19.8,29.1,29.3,5.8,8.5,12.8,25,46,28,27,27,34,,13.42,27.27,21.22,22.32,11,11,27.4,50,27.2,21.6,30.6,23.3,11,20,32,28,29.57,43.18,12,23,39,49,34,18,31,19,24,17.478,16.311704,17.83645,15.27,14.42,17.39,3.1,6.8,,5.4
2/17/2014 0:00,39,15.9,62,22,25.4,,19.1,14.7,34.6,9.3,48,49,29,33,26.5,37.5,29.3,15.9,34.3,16.7,29,40,48,50,36,35,,13.24,26.18,19.95,17.06,35,22,17.2,35,35.2,55.9,34.1,34.2,5,15,37,40.86,57.68,42.47,56,75,39,49,59,42,32,13,15,12.376,11.52034,13.537529,8.34,28.29,28.65,9.2,19.2,,10.1
2/18/2014 0:00,38,,20,,24.1,26.6,57,39.9,56.7,15.4,43,40,31,39,40.2,52,71,18.4,30.6,30.4,38,79,42,41,52,66,,33.02,34.9,32.47,29.22,43,50,37.5,72,44,51,75.9,34.1,18,,52,61.59,,46.63,52,128,108,134,90,103,97,37,58,29.306,25.364593,29.564886,10.32,39.47,48.52,23.6,37.2,25.9,17.3
2/19/2014 0:00,36,22.7,24,,27.5,18.5,53.1,46,51.2,26.4,46,40,29,34,40.5,50,23.3,24.3,20.3,26.2,59,110,76,45,60,60,,40.81,35.09,43.17,42.1,29,24,54.2,78,37.6,39.4,51.6,29.2,44,33,68,50.85,46.26,41.19,43,40,39,97,63,40,38,27,39,48.414,47.116048,44.87701,42.34,38.48,35.34,,23.7,27.9,23.1
2/20/2014 0:00,37,14.2,29,,20.7,50.3,51.6,38.3,40.4,13.9,64,50,36,36,41.6,56,68,23,23,29.3,52,68,86,69,56,50,,39.91,34.72,40.27,37.2,37,37,42.4,65,57.1,73.3,73.6,62.6,17,28,47,54.43,63.31,42.82,40,45,62,53,71,53,61,34,54,24.94,24.424988,31.505219,19.85,35.68,52.21,,30.2,27.1,
2/21/2014 0:00,24,,19,,27.3,38.1,59.1,48.5,56.3,23,32,30,29,35,47.3,59,79,19.3,17.2,28.2,,95,77,22,45,73,,46.26,53.46,41.18,46.09,33,34,29.6,60,,33.2,44.7,28.8,35,28,41,46.57,66.75,45.36,23,60,74,85,60,34,64,30,51,32.589,36.992554,38.283183,26.78,34.24,45.67,,30.2,22.4,15
2/22/2014 0:00,50,14.6,27,,31.8,47.7,59.1,24,42.2,12.2,79,62,55,64,46.7,71,103,15.4,40,23.3,71,87,87,50,72,46,,33.74,42.91,46.08,41.74,39,32,72.6,89,,50.5,88.3,62.2,15,18,46,55.28,93.42,39.92,62,45,52,43,49,51,30,36,65,22.937,29.923549,29.240138,26.13,27.12,48.13,,28.5,12.8,10.8
2/23/2014 0:00,51,28.8,62,,45.1,32.9,81.5,53.1,46.9,15.5,91,37,43,37,55,86,138,19.6,52.4,23,96,97,62,41,21,54,,,46.36,49.34,78.03,48,66,65.3,114,,39.7,43.4,38.3,18,17,41,30.95,64.58,58.42,66,124,101,143,69,81,63,22,73,32.039,38.772207,41.504483,17.68,47.39,64.05,,31.2,18,9.1
2/24/2014 0:00,43,28.8,86,,32.3,47.2,48.1,38.9,44.7,23.8,39,15,23,27,31.3,43.3,73,24.6,33.1,16.4,67,59,84,33,31,62,,,46.36,42.63,54.25,31,34,25.7,72,,19.2,22.6,20,33,20,34,23.73,51.71,36.65,65,29,85,96,45,47,63,25,48,23.676,30.450349,26.721163,17.59,40.73,43.47,,39,33.6,17.5
2/25/2014 0:00,47,37.1,18,47,27.5,48.1,29,22,30.4,22.9,18,17,22,26,25.1,37.5,34.2,31.9,45.9,45.4,44,61,65,35,29,60,,27.94,23.81,23.4,22.68,36,45,18.4,25,,26.8,23,25,28,28,30,27.43,32.47,26.31,104,33,76,79,52,,69,27,,22.027,22.991927,19.636801,16.06,36.58,31.85,,50.3,36.5,37.6
2/26/2014 0:00,46,33.1,31,,42.1,37.2,38.1,28.7,37.6,30.4,22,22,28,31,38.4,51,52,34.2,64,39,121,69,77,68,44,74,45.96,36.82,31.09,33.92,33.57,72,52,21.4,34,50.7,56.1,32.8,42.3,35,35,46,41.62,50.98,48.81,69,35,72,85,65,54,77,40,28,28.207,22.315314,18.289006,15.79,58.58,49.96,,65.1,42.4,43.9
2/27/2014 0:00,65,49.4,,,52.1,45.9,63.4,50,45.1,44.8,27,24,33,33,58,72,87,46.5,75.1,54.8,132,111,,40,53,61,50.49,50.79,44.17,42.45,46.45,71,66,27.1,36,40.3,40.5,43.7,65.4,59,48,69,50.19,66.04,70.58,42,90,83,114,95,79,72,67,23,47.308,38.302155,37.375913,23.08,81.1,77.79,62,72.6,69.3,50.4
2/28/2014 0:00,63,48.8,71,,44.8,56.2,53.5,59,58.2,47.7,31,32,49,42,39.1,37.5,87,51.5,54.4,57.6,28,101,54,31,46,29,51.77,54.6,38.54,43.72,45.37,48,45,27.6,40,44.6,46.6,52.5,37.2,43,68,71,40.61,55.15,55.52,23,91,90,112,60,73,84,47,75,39.5,30.316461,29.454947,20.22,89.83,81.8,65.1,,60.2,69.2
3/1/2014 0:00,53,36.4,65,,64.1,58,48.7,43.5,62.7,33.7,27,32,45,47,56,79,88,41.7,50.6,47.4,39,64,50,27,22,44,61.21,60.41,43.82,53.15,56.07,42,26,31.5,44.93,33.2,39.8,57,34,34,60,42,36.79,49.7,50.98,25,79,64,87,49,42,62,25,52,40.609,40.156052,35.500615,28.97,83.6,70.3,57.92,,56.81,61.15
3/2/2014 0:00,40,33.3,67,,52.9,47.9,44.4,41.3,33,32.5,26,20,31,34,42.4,52,55,45.3,40.3,32.6,55,58,42,40,35,40,41.22,41.18,32.55,33.74,33.57,37,43,23.7,33.74,,37.5,28.9,32.2,,44,36,34.61,37.57,34.11,47,51,65,92,54,58,54,39,52,26.032,24.782203,23.106267,19.39,60.4,48.2,46.69,,50.76,63.01
3/3/2014 0:00,47,,52,,48.1,27.9,27.1,26.7,30.4,21.1,18,25,25,24,24.4,34.4,33.6,30.7,27.3,34.1,29,,45,21,26,56,24.52,27.21,19.64,22.13,27.4,23,29,19.7,27.43,,22.7,21.9,23.9,,29,29,22.35,23.42,24.68,53,28,42,55,29,29,44,29,37,20.21,18.591676,16.495984,15.88,32.4,31.5,30.71,,26.39,38.48
3/4/2014 0:00,53,50.9,72,37.7,55.1,28.1,28.1,22.8,27.2,20.8,16,22,24,24,24.2,33.6,37,31.6,37.8,50.6,31,27,42,27,24,45,23.97,25.94,23.82,12.7,24.31,35,33,17.4,23.28,,22.3,25.3,24.9,22,23,32,22.82,27.57,22.68,51,33,44,49,29,35,31,25,35,20.391,19.136135,16.949738,14.73,36.9,41.2,24.97,,26.22,32.77
